student_base_elo,last_question_difficulty,session_accuracy,current_streak,avg_time_taken,target_difficulty
830,877,0.98,8,40,1189
1401,1368,0.67,2,38,1454
1491,1435,0.64,3,46,1526
1869,2014,0.94,3,56,2150
1392,1401,0.8,2,60,1486
1568,1714,0.25,0,46,1656
981,850,0.5,0,29,850
1317,1394,0.23,0,18,1354
1501,1451,0.41,0,16,1438
922,884,0.46,0,55,858
957,825,0.36,0,32,804
1086,1165,0.67,0,23,1190
876,860,0.74,3,11,1006
1761,1838,0.36,0,19,1817
1146,1201,0.74,0,19,1237
1062,1052,0.43,0,44,1042
807,731,0.91,5,20,942
1028,1137,0.3,0,54,1087
999,1014,0.7,3,57,1114
1236,1328,0.88,2,40,1445
1833,1833,0.66,2,29,1917
1149,1219,0.45,0,57,1192
987,1128,0.26,0,58,1072
1894,1750,0.54,1,41,1786
1995,2064,0.55,1,20,2102
854,939,0.49,0,41,938
1851,1960,0.7,2,20,2050
1717,1753,0.27,0,6,1738
1725,1737,0.88,3,37,1884
1008,1115,0.92,6,54,1338
1857,1965,0.27,0,5,1950
1875,1862,0.44,0,14,1873
1136,1203,0.57,1,33,1244
1258,1325,0.38,0,25,1307
1336,1218,0.36,0,17,1197
1383,1421,0.23,0,8,1400
1659,1549,0.69,0,52,1558
1883,1870,0.62,2,38,1948
1223,1076,0.53,1,24,1110
1378,1470,0.34,0,36,1446
1454,1418,0.83,5,26,1618
1442,1459,0.85,5,29,1662
1185,1098,0.96,8,7,1427
1778,1793,0.72,3,33,1916
1472,1348,0.67,1,34,1404
1597,1569,0.63,2,55,1628
995,1102,0.32,0,58,1055
1245,1249,0.92,4,34,1432
1497,1515,0.53,1,26,1550
1309,1457,0.34,0,34,1433
1523,1543,0.34,0,44,1519
1045,1049,0.82,8,17,1337
1676,1822,0.78,3,45,1954
1577,1614,0.83,3,33,1754
1257,1260,0.51,3,44,1352
1297,1254,0.35,0,57,1212
1027,963,0.66,2,27,1047
1011,1161,0.46,0,38,1155
1538,1462,0.7,2,46,1532
873,757,0.51,0,46,738
1179,1037,0.77,2,47,1118
1180,1157,0.28,0,29,1124
1742,1711,0.7,2,7,1821
1309,1189,0.47,0,11,1204
1837,1746,0.77,2,35,1846
1599,1488,0.77,0,54,1508
1524,1442,0.43,0,37,1432
1466,1370,0.92,5,14,1603
1227,1377,0.26,0,42,1341
1403,1509,0.23,0,7,1488
1447,1577,0.23,0,24,1536
1412,1323,0.94,6,31,1569
1422,1388,0.36,0,57,1347
1258,1182,0.39,0,31,1166
1928,1921,0.79,0,8,1984
1872,1957,0.75,2,47,2034
1515,1566,0.8,2,21,1671
1737,1642,0.56,2,33,1711
842,767,0.27,0,12,752
1545,1512,0.79,2,23,1616
1115,1046,0.95,3,27,1204
1213,1117,0.48,0,6,1134
1271,1298,0.99,2,30,1432
1653,1708,0.54,3,48,1784
1155,1049,0.83,7,33,1308
1455,1312,0.66,0,42,1336
1040,1054,0.74,3,43,1180
1547,1447,0.72,3,46,1550
1701,1737,0.43,0,46,1706
1025,1165,0.87,5,54,1350
1227,1161,0.69,3,5,1300
1330,1330,0.7,1,27,1390
1862,1884,0.57,3,18,1984
1763,1860,0.91,3,31,2012
1452,1345,0.64,0,29,1366
1001,1128,0.51,0,33,1130
874,796,0.89,7,8,1084
1944,1968,0.78,2,23,2070
1606,1538,0.31,0,42,1510
829,803,0.55,0,52,790
2000,2078,0.31,0,34,2050
1305,1433,0.37,0,38,1414
937,796,0.71,3,13,938
1698,1553,0.72,2,23,1646
1580,1640,0.66,3,56,1734
1488,1585,0.81,7,34,1842
1807,1785,0.64,1,42,1836
1965,2110,0.77,1,54,2160
1123,1077,0.79,0,34,1120
1288,1305,0.53,0,57,1290
1109,1151,0.88,7,47,1398
1142,1219,0.8,1,47,1274
1459,1345,0.46,0,5,1359
888,1013,0.26,0,53,957
1415,1307,0.43,0,8,1316
804,871,0.96,8,48,1160
1081,1192,0.61,1,5,1258
1854,1739,0.74,1,16,1805
1567,1450,0.71,0,59,1462
1047,1159,0.83,2,49,1248
1235,1201,0.44,0,17,1192
1704,1635,0.83,6,18,1864
1255,1351,0.65,2,31,1434
1888,1853,0.75,2,48,1930
1116,1166,0.32,0,29,1139
1063,1105,0.75,3,25,1232
890,756,0.92,6,9,1019
1036,1049,0.5,0,40,1049
1734,1689,0.84,4,40,1860
1494,1345,0.96,8,24,1654
879,804,0.44,0,30,795
1040,1032,0.4,0,56,997
1020,1141,0.94,2,46,1247
1422,1571,0.7,3,46,1671
1414,1453,0.77,3,35,1584
1010,1067,0.47,0,27,1062
1338,1240,0.38,0,35,1222
1761,1894,0.69,1,16,1952
1657,1615,0.58,3,46,1697
1194,1219,0.58,1,15,1261
1642,1519,0.8,1,5,1614
1250,1354,0.67,3,15,1470
1365,1480,0.52,2,13,1563
912,1050,0.94,5,30,1266
1496,1532,0.46,0,52,1506
1654,1783,0.86,5,60,1967
1182,1126,0.2,0,23,1081
1235,1117,0.78,2,44,1219
1278,1251,0.37,0,19,1232
881,973,0.99,8,37,1286
807,788,0.35,0,57,746
911,1006,0.78,0,36,1048
929,803,0.71,2,51,874
1869,1972,0.77,0,13,2032
903,1051,0.49,0,59,1030
1789,1937,0.93,6,24,2182
1261,1372,0.86,8,24,1666
1089,999,0.93,8,54,1284
1754,1801,0.6,0,18,1816
1072,1218,0.64,0,34,1239
1780,1636,0.63,1,20,1686
1984,1947,0.87,4,51,2102
1189,1321,0.87,4,29,1496
1444,1550,0.4,0,48,1515
1108,1022,0.52,0,44,1025
1460,1358,0.47,0,41,1354
1675,1666,0.73,3,7,1810
1849,1958,0.61,0,15,1974
1862,2008,0.3,0,35,1978
1123,1075,0.5,0,39,1075
907,943,0.52,0,44,946
892,1039,0.26,0,8,1023
1842,1908,0.37,0,34,1888
1427,1279,0.81,5,54,1456
1397,1405,0.96,8,30,1714
821,962,0.93,2,40,1086
969,1094,0.79,0,5,1158
1974,1911,0.42,0,27,1899
1475,1427,0.67,3,51,1522
884,881,0.5,0,20,881
1323,1329,0.48,0,54,1306
1335,1325,0.48,0,38,1322
1445,1359,0.54,3,57,1435
1053,1107,0.66,2,24,1191
1358,1489,0.72,1,24,1552
1128,1148,0.41,0,48,1114
1098,955,0.24,0,12,936
1517,1492,0.44,0,54,1463
974,839,0.51,2,47,880
1030,1067,0.9,5,57,1257
1986,1997,0.92,5,25,2210
1921,1914,0.21,0,42,1870
925,877,0.69,0,28,906
1450,1432,0.42,0,28,1420
1689,1641,0.29,0,23,1610
1831,1921,0.62,3,42,2029
978,1088,0.71,0,30,1120
1340,1240,0.87,8,35,1536
1775,1858,0.22,0,36,1816
1974,1966,0.47,0,26,1962
942,993,0.59,3,22,1096
1918,1840,0.33,0,31,1814
1748,1645,0.26,0,18,1609
1841,1924,0.52,2,56,1967
1624,1639,0.7,3,42,1759
1936,1798,0.72,2,29,1891
1281,1338,0.71,3,27,1460
1870,1852,0.28,0,9,1839
1104,1089,0.98,8,39,1401
1859,1941,0.29,0,27,1910
1915,1823,0.22,0,59,1761
1585,1732,0.99,8,22,2046
1805,1845,0.69,3,49,1944
811,764,0.61,1,11,830
1492,1641,0.74,1,55,1687
1260,1158,0.44,0,17,1149
1092,948,0.29,0,18,916
1607,1536,0.78,0,46,1558
1579,1545,0.62,2,20,1623
1621,1728,0.91,4,10,1930
1618,1582,0.74,3,9,1728
1944,2046,0.36,0,56,2005
1581,1663,0.64,2,26,1744
1919,1961,0.48,0,43,1958
1502,1644,0.52,2,14,1727
1970,1843,0.26,0,23,1807
1401,1374,0.97,8,6,1704
1847,1992,0.79,2,14,2116
865,926,0.58,3,23,1028
1866,1864,0.96,4,51,2033
1349,1199,0.73,2,38,1294
1050,963,0.83,6,23,1192
1265,1301,0.96,8,29,1610
1422,1308,0.92,5,58,1501
1833,1706,0.36,0,40,1685
867,975,0.39,0,52,938
1407,1305,0.45,0,22,1298
1710,1829,0.94,8,54,2115
1574,1635,0.55,1,42,1672
1816,1941,0.93,5,43,2156
810,790,0.22,0,20,748
1446,1498,0.59,1,27,1542
1624,1550,0.81,6,25,1776
1751,1756,0.27,0,10,1742
1106,1227,0.89,8,39,1526
1259,1292,0.91,4,32,1474
1154,1280,0.86,5,16,1484
918,947,0.95,2,23,1074
1702,1780,0.43,0,20,1770
1174,1153,0.95,2,42,1280
941,983,0.44,0,46,954
1248,1269,0.46,0,30,1263
1944,1935,0.9,7,44,2205
1604,1674,0.36,0,41,1653
1885,1868,0.38,0,23,1850
937,835,0.22,0,47,773
1004,1046,0.56,2,18,1115
1452,1427,0.95,2,13,1574
1203,1086,0.32,0,31,1059
988,1077,0.99,2,47,1190
1813,1847,0.89,3,49,1976
1114,1072,0.56,2,24,1141
1507,1446,0.69,1,38,1504
1318,1182,0.62,2,55,1240
1365,1365,0.58,2,9,1457
1017,1026,0.37,0,24,1006
1304,1344,0.3,0,17,1314
1112,1236,0.86,7,26,1500
1882,1742,0.84,8,34,2033
828,932,0.52,1,10,985
903,907,0.93,8,27,1212
1060,1144,1.0,8,32,1459
1762,1766,0.81,6,35,1992
1095,1084,0.29,0,23,1052
829,914,0.91,7,32,1186
937,832,0.38,0,20,814
1638,1550,0.5,0,58,1530
1713,1793,0.58,0,45,1805
873,863,0.64,2,60,924
1387,1407,0.42,0,39,1395
1210,1295,0.98,6,21,1547
890,1007,0.64,2,8,1108
1801,1690,0.27,0,45,1656
1667,1686,0.23,0,23,1646
1090,1144,0.34,0,57,1100
1325,1316,0.66,1,43,1370
1312,1433,0.99,4,14,1646
925,955,0.77,2,43,1056
1341,1382,0.52,1,34,1415
1630,1760,0.27,0,60,1706
1705,1610,0.71,3,8,1752
1971,2113,0.24,0,57,2054
1816,1904,0.39,0,40,1888
854,975,0.85,5,50,1158
1399,1263,0.61,3,45,1370
857,813,0.8,2,53,898
1175,1207,0.4,0,41,1192
1097,1067,0.71,1,18,1128
1604,1676,0.32,0,12,1669
1964,2105,0.63,2,34,2184
818,886,0.74,0,33,922
1957,2087,0.56,1,27,2126
834,939,0.75,2,58,1016
1781,1735,0.83,5,10,1954
1160,1284,0.34,0,50,1240
1604,1745,0.44,0,19,1736
1409,1333,0.29,0,31,1302
1355,1471,0.48,0,56,1448
969,1008,0.92,2,59,1111
1173,1055,0.3,0,25,1025
1297,1324,0.27,0,29,1290
1278,1375,0.64,1,13,1446
846,751,0.32,0,19,724
1184,1232,0.96,7,46,1491
1842,1800,0.69,1,12,1878
1178,1254,0.22,0,33,1212
1118,1000,0.64,0,8,1041
859,988,0.61,0,23,1004
1266,1411,0.67,2,16,1496
1280,1245,0.46,0,26,1239
1574,1702,0.69,2,16,1790
1027,1172,0.7,2,12,1282
1335,1200,0.37,0,20,1180
1881,1753,0.42,0,27,1741
1362,1338,0.41,0,11,1344
1929,1856,0.78,3,13,2008
1220,1286,0.75,2,33,1384
1417,1443,0.3,0,49,1393
903,912,1.0,6,9,1187
1186,1119,0.78,2,26,1221
1695,1674,0.5,0,22,1674
883,954,0.77,0,44,994
1707,1651,0.57,2,5,1742
1632,1533,0.58,1,31,1575
1476,1360,0.27,0,15,1326
1381,1382,0.6,1,56,1407
829,914,0.84,7,25,1175
936,950,0.77,2,6,1070
1275,1416,0.39,0,20,1400
1734,1718,0.95,5,7,1956
1420,1282,0.44,0,32,1273
983,946,0.46,0,10,960
1222,1136,0.56,0,21,1145
1717,1695,0.86,3,55,1819
1825,1760,0.44,0,17,1751
1130,1084,0.21,0,40,1040
1029,1121,0.3,0,42,1091
1512,1439,0.36,0,27,1418
1424,1466,0.74,3,42,1592
980,1046,0.79,1,36,1120
1103,1194,0.4,0,55,1159
1445,1495,0.82,8,58,1763
1908,1965,0.97,4,45,2156
1214,1361,0.97,6,25,1612
1296,1257,0.99,2,19,1390
1132,1081,0.64,3,40,1192
1848,1977,0.85,4,60,2130
1977,2094,0.29,0,60,2042
1861,1757,0.35,0,13,1754
1937,1962,0.5,0,50,1942
1081,1153,0.42,0,24,1141
1495,1490,0.84,3,43,1631
1214,1285,0.88,3,27,1432
1984,1851,0.86,6,48,2065
1715,1837,0.39,0,14,1840
1467,1612,0.98,4,49,1784
1835,1960,0.71,3,51,2062
1103,1134,0.72,0,14,1187
1990,2020,0.79,0,33,2064
1599,1595,0.23,0,40,1554
1331,1452,0.65,1,50,1484
905,801,0.74,1,13,887
1716,1853,0.66,2,43,1937
1428,1430,0.82,6,45,1658
1458,1450,0.74,1,18,1516
1470,1417,0.9,4,45,1597
1276,1321,0.48,0,51,1298
1365,1280,0.75,0,24,1318
820,855,0.5,0,28,855
1300,1186,0.25,0,11,1168
1502,1363,0.24,0,42,1324
1019,1085,0.59,1,42,1128
1451,1448,0.52,3,46,1521
1666,1714,0.82,5,58,1892
1217,1219,0.85,5,26,1422
1678,1775,0.71,0,15,1806
1202,1195,0.66,1,44,1249
1189,1252,0.43,0,42,1242
1006,999,0.47,0,9,1014
1780,1776,0.21,0,25,1732
1411,1495,0.22,0,51,1433
1915,1984,0.22,0,36,1942
928,991,0.6,3,56,1076
1992,2141,0.22,0,6,2119
1139,1090,0.94,2,47,1196
1566,1576,0.67,1,25,1632
1463,1374,0.25,0,12,1356
1437,1353,0.89,7,8,1642
1540,1542,0.48,0,43,1539
1095,1000,0.95,8,22,1308
1577,1467,0.44,0,44,1458
1433,1464,0.64,0,37,1485
1953,2062,0.55,3,19,2160
899,851,0.57,0,20,862
1940,1827,0.92,4,48,1990
1611,1744,0.57,1,14,1804
920,1052,0.32,0,33,1025
1126,1123,0.4,0,30,1108
1573,1536,0.94,5,34,1752
1591,1534,0.93,7,33,1808
1492,1420,0.87,3,54,1546
1694,1674,0.32,0,23,1647
1821,1970,0.66,2,41,2054
1897,1841,0.76,0,18,1880
1599,1657,0.61,3,43,1764
1749,1748,0.49,0,57,1726
1500,1533,0.94,6,38,1779
1518,1409,0.21,0,34,1366
900,825,0.65,3,54,918
1694,1579,0.44,0,32,1570
1054,921,0.87,3,41,1066
1037,1005,0.58,1,47,1027
1212,1294,0.54,1,9,1350
1173,1221,0.47,0,21,1216
950,975,0.31,0,59,926
1471,1377,0.43,0,41,1366
1954,1967,0.74,3,7,2113
1149,1021,0.7,2,45,1111
1470,1572,0.83,2,6,1702
962,982,0.72,0,14,1035
1497,1418,0.49,0,35,1416
1571,1483,0.97,7,43,1764
1682,1658,0.35,0,34,1636
903,766,0.7,0,44,796
834,963,0.6,3,29,1068
982,972,0.48,0,18,969
1977,1931,0.97,2,19,2062
1983,2081,0.48,0,48,2058
1968,1918,0.6,0,19,1933
1154,1162,0.68,2,25,1249
1911,1867,0.42,0,42,1855
960,940,0.57,2,51,990
912,1001,0.5,0,17,1001
1042,1011,0.51,3,10,1122
920,793,0.51,3,47,864
1171,1193,0.55,0,26,1200
1323,1273,0.81,2,34,1380
1591,1652,0.71,1,26,1714
1870,1966,0.49,0,16,1964
831,815,0.26,0,45,779
861,734,0.4,0,18,719
1803,1904,0.5,0,13,1924
1900,2047,0.75,3,40,2174
1437,1457,0.73,1,23,1522
1319,1315,0.91,8,54,1596
1568,1473,0.24,0,32,1434
1553,1550,0.88,5,32,1757
1149,1062,0.57,3,11,1182
1168,1077,0.42,0,10,1085
1102,1196,0.97,4,59,1366
1127,1041,0.86,8,58,1315
1447,1507,0.23,0,9,1486
881,926,0.56,2,22,995
1843,1958,0.4,0,43,1943
1944,1870,0.47,0,8,1886
827,732,0.45,0,27,724
1020,891,0.82,5,45,1089
1956,1876,0.97,7,10,2176
1217,1231,0.65,3,36,1344
1571,1631,0.29,0,16,1600
1907,1944,0.44,0,9,1955
1112,1040,0.84,7,40,1301
1741,1805,0.71,2,41,1896
1641,1620,0.35,0,29,1598
1389,1292,0.35,0,46,1250
1030,963,0.62,0,57,961
1949,1955,0.77,1,28,2026
1848,1975,0.56,1,47,1994
957,903,0.55,1,44,940
843,864,0.41,0,33,850
1960,2109,0.96,4,59,2278
869,945,0.39,0,42,928
1323,1240,0.23,0,48,1180
1502,1382,0.79,0,51,1406
1048,1118,0.58,1,24,1160
1110,1160,0.37,0,12,1160
1990,1842,0.46,0,28,1836
1662,1661,0.38,0,13,1663
1639,1786,0.59,2,35,1860
811,772,0.42,0,35,760
1651,1720,0.3,0,39,1690
1327,1283,0.85,2,21,1396
1114,1095,0.53,3,19,1190
1275,1246,0.89,8,7,1564
881,735,0.62,1,35,783
1223,1347,0.35,0,44,1324
1118,1047,0.76,1,43,1116
1254,1252,0.7,1,26,1312
1263,1198,0.47,0,56,1174
1405,1362,0.64,2,6,1463
1601,1468,0.52,2,24,1531
1992,2017,0.28,0,55,1964
1414,1446,0.65,3,31,1558
1560,1506,0.68,0,32,1533
1276,1374,0.4,0,29,1359
1484,1491,0.22,0,44,1449
1745,1809,0.26,0,22,1773
840,881,0.61,1,53,908
897,984,0.22,0,20,942
1640,1595,0.86,4,9,1789
1765,1811,0.57,1,38,1852
1951,1993,0.25,0,32,1956
1653,1752,0.28,0,39,1719
1536,1552,0.33,0,28,1526
1156,1091,0.88,3,50,1218
869,800,0.51,0,44,802
1821,1822,0.68,1,46,1859
1459,1471,0.3,0,33,1441
804,840,0.51,0,8,862
1547,1695,0.45,0,32,1688
1969,1964,0.72,1,26,2027
1387,1392,0.42,0,36,1380
1544,1469,0.79,2,20,1572
1140,1263,0.33,0,57,1218
1970,1970,0.96,8,33,2279
1174,1160,0.31,0,35,1132
967,1023,0.34,0,6,1019
1829,1873,0.79,1,34,1946
1130,1052,0.22,0,58,990
1765,1729,0.45,0,59,1702
1726,1850,0.68,3,57,1947
1040,998,0.78,2,22,1100
1764,1791,0.27,0,10,1776
1532,1526,0.36,0,36,1505
1344,1472,0.31,0,39,1444
950,957,0.93,6,15,1202
1470,1402,0.89,2,18,1520
1473,1559,0.57,2,24,1630
1444,1492,0.41,0,10,1498
1856,1845,0.45,0,52,1818
1017,1126,0.56,1,36,1165
1078,1098,0.8,0,16,1143
964,861,0.4,0,50,826
1589,1690,0.94,3,28,1846
1474,1470,0.99,3,18,1634
1925,2070,0.47,0,40,2066
1697,1626,0.35,0,36,1604
1473,1358,0.72,0,15,1391
1645,1758,0.57,2,27,1828
1967,2083,0.38,0,6,2085
1744,1782,0.98,6,60,2014
984,934,0.64,1,60,965
1049,913,0.56,3,46,992
1153,1121,0.97,6,32,1372
1014,905,0.88,4,53,1062
1159,1079,1.0,2,11,1234
1591,1691,0.51,2,33,1752
1120,1262,0.43,0,38,1252
1737,1710,0.72,3,50,1813
847,790,0.99,8,22,1104
1427,1329,0.48,0,29,1326
828,864,0.66,1,34,918
1942,2064,0.61,0,28,2080
1188,1145,0.33,0,45,1120
907,959,0.24,0,55,900
1062,1184,0.57,1,54,1204
1499,1497,0.86,4,17,1671
1687,1745,0.24,0,55,1686
1868,1842,0.7,1,29,1902
1992,2134,0.26,0,12,2118
1020,1037,0.32,0,55,990
901,861,0.45,0,49,834
1504,1537,0.49,0,24,1536
1257,1370,0.85,6,26,1602
1316,1276,0.4,0,37,1261
1111,1163,0.25,0,26,1126
1771,1899,0.48,0,27,1896
1806,1812,0.42,0,40,1800
1954,2027,0.75,0,53,2044
1539,1595,0.31,0,27,1566
1734,1824,0.67,2,46,1890
1606,1632,0.86,3,28,1776
1993,1947,0.41,0,39,1934
1219,1114,0.7,0,21,1144
1708,1654,0.95,2,12,1802
1602,1721,0.99,8,39,2034
1192,1123,0.86,3,39,1267
1760,1664,0.3,0,16,1634
1675,1731,0.94,7,5,2027
1432,1531,0.69,2,5,1640
1237,1382,0.68,0,24,1409
1099,1160,0.32,0,24,1133
803,885,0.99,7,33,1168
1528,1580,0.93,8,9,1904
1253,1339,0.29,0,8,1328
1757,1719,0.92,6,60,1942
1105,994,0.66,1,41,1048
1526,1640,0.92,7,22,1913
1699,1815,0.75,1,20,1882
822,743,0.43,0,35,732
983,1056,0.42,0,48,1024
810,843,0.25,0,47,786
1771,1657,0.81,8,21,1944
1540,1521,0.54,1,60,1537
912,882,0.49,0,12,900
1342,1419,0.81,6,58,1626
1609,1538,0.74,3,19,1664
1883,1958,1.0,2,20,2093
1295,1437,0.52,1,22,1470
1268,1268,0.28,0,57,1215
1632,1759,0.72,1,30,1822
1369,1278,0.52,3,40,1371
1579,1657,0.66,0,32,1681
1318,1433,0.62,1,60,1461
1860,1953,0.45,0,13,1966
1959,2036,0.65,0,6,2078
1600,1523,0.68,1,15,1580
1732,1673,0.99,6,19,1926
1121,983,0.6,1,30,1028
1943,1799,0.67,3,21,1914
1783,1688,0.61,0,43,1704
921,851,0.5,0,13,871
1757,1806,0.41,0,27,1792
1290,1153,0.95,5,20,1370
1988,2087,0.3,0,31,2057
1119,1080,0.57,3,31,1180
1732,1695,0.49,0,7,1714
1229,1254,0.72,3,21,1377
1460,1453,0.6,3,54,1538
1640,1699,0.6,1,8,1764
1421,1465,0.7,1,56,1505
1995,1961,0.73,2,31,2056
1286,1164,0.71,1,36,1226
1403,1536,0.36,0,5,1535
1856,1706,0.8,0,10,1771
1631,1775,0.25,0,56,1718
864,721,0.29,0,32,690
1737,1610,0.76,2,35,1709
861,952,0.48,0,32,949
889,746,0.29,0,22,714
1879,1977,0.54,0,20,1983
961,893,0.64,2,48,954
1559,1543,0.39,0,60,1506
1782,1780,0.94,5,28,1996
1165,1221,0.87,3,59,1346
920,905,0.42,0,33,893
1741,1812,0.4,0,14,1817
1763,1674,0.48,0,60,1651
1143,997,0.76,1,12,1086
923,992,0.46,0,18,986
1463,1399,0.49,0,13,1418
1169,1266,0.65,0,11,1308
1888,1754,0.3,0,18,1724
884,975,0.24,0,20,936
1246,1258,0.97,4,48,1428
1413,1476,0.82,2,20,1584
1480,1502,0.67,0,52,1508
1639,1648,0.46,0,35,1642
1858,1928,0.24,0,32,1889
1782,1926,0.69,2,32,2014
808,771,0.53,3,50,846
1071,951,0.78,3,44,1083
1971,2027,0.47,0,5,2042
1945,1968,0.3,0,35,1938
1885,1874,0.85,4,60,2026
1524,1630,0.52,1,59,1643
1250,1261,0.61,1,18,1308
1053,935,0.71,3,16,1056
1850,1890,0.38,0,57,1852
850,931,0.96,6,48,1160
1480,1603,0.39,0,45,1586
1333,1354,0.26,0,5,1338
1363,1302,0.24,0,41,1263
1656,1796,0.82,5,23,1994
1036,1044,0.54,2,16,1110
802,652,0.85,7,58,894
1580,1692,0.38,0,33,1674
1606,1464,0.49,0,32,1462
1871,1833,0.9,2,38,1953
1397,1358,0.29,0,24,1326
857,824,0.72,3,33,947
1103,1117,0.26,0,23,1081
1845,1922,0.52,2,32,1985
1456,1346,0.21,0,45,1302
918,908,0.93,4,52,1072
1592,1603,0.61,1,22,1650
949,919,0.71,1,10,1000
1185,1104,0.73,0,9,1158
981,967,0.91,3,49,1098
1414,1291,0.98,3,21,1453
906,1043,0.63,2,40,1122
1700,1583,0.57,2,43,1654
1145,1216,0.54,3,38,1312
1931,2002,0.4,0,57,1967
1978,2071,0.96,7,44,2350
1966,2006,0.85,8,45,2298
1211,1175,0.35,0,18,1152
1875,1746,0.39,0,44,1730
1732,1597,0.7,1,7,1677
1599,1577,0.54,0,47,1563
1115,1034,0.95,7,49,1292
1820,1921,0.37,0,44,1902
1841,1804,0.43,0,60,1774
1460,1556,0.76,0,7,1615
1431,1433,0.86,8,49,1707
1658,1711,0.42,0,33,1699
1743,1781,0.57,0,37,1792
1157,1125,0.74,3,51,1231
1000,1084,0.35,0,48,1042
1933,1793,0.67,2,17,1878
848,833,0.89,8,38,1132
905,906,0.3,0,42,876
1675,1708,0.24,0,22,1669
989,908,0.34,0,30,884
1846,1797,0.25,0,52,1740
1599,1670,0.58,0,50,1662
1583,1470,0.83,6,22,1700
936,1019,0.86,2,20,1133
1071,1130,0.33,0,43,1104
1866,1925,0.31,0,10,1916
1193,1235,0.91,2,45,1356
1083,1054,0.89,3,41,1202
1344,1256,0.69,1,11,1334
1673,1620,0.75,0,44,1658
1929,1829,0.23,0,11,1808
1264,1187,0.74,2,40,1283
921,786,0.24,0,57,727
1095,998,0.42,0,21,986
1696,1844,0.79,0,24,1888
1532,1559,0.6,0,59,1554
1601,1685,0.53,2,41,1750
1503,1379,0.23,0,52,1318
1851,1892,0.36,0,16,1871
1618,1732,0.27,0,26,1698
1360,1462,0.68,1,30,1519
1944,1841,0.72,2,20,1934
1865,1824,0.34,0,17,1800
1711,1810,0.86,5,27,2014
1861,2006,0.74,0,5,2062
1326,1376,0.83,8,48,1646
1543,1584,0.21,0,29,1540
1772,1686,0.98,6,37,1938
1893,1833,0.64,3,12,1964
1118,1115,0.84,4,24,1286
1305,1291,0.22,0,35,1249
911,958,0.56,2,50,1007
1045,997,0.69,2,60,1066
840,900,0.39,0,53,864
1178,1059,0.91,2,30,1180
1185,1074,0.52,2,15,1137
887,894,0.49,0,53,872
1223,1290,0.24,0,39,1251
1166,1137,0.89,8,21,1436
1646,1593,0.83,4,18,1762
821,787,0.53,0,39,792
1849,1978,0.5,0,37,1978
1587,1689,0.53,1,20,1724
1010,1036,0.82,4,18,1204
1761,1829,0.59,3,25,1932
1259,1270,0.48,0,25,1267
1795,1733,0.72,1,42,1796
1252,1108,0.79,1,59,1162
1658,1756,0.78,3,59,1868
811,924,0.48,0,7,941
1435,1433,0.74,2,24,1529
1041,927,0.39,0,15,910
1460,1516,0.61,1,20,1562
862,913,0.86,7,17,1177
1002,1149,0.41,0,10,1156
1734,1710,0.27,0,57,1656
1949,1851,0.41,0,39,1838
1397,1514,0.71,0,32,1546
1623,1753,0.3,0,55,1703
927,952,0.68,1,17,1009
1750,1885,0.55,1,13,1942
1783,1836,0.73,1,46,1880
1835,1940,0.62,1,37,1988
1614,1659,0.26,0,35,1623
1432,1551,0.31,0,59,1502
1400,1365,0.6,2,7,1460
991,1062,0.99,8,33,1376
931,991,0.2,0,7,966
1312,1202,0.72,2,42,1295
992,1055,0.49,0,40,1054
1999,1916,0.62,0,38,1934
1792,1768,0.25,0,55,1710
1646,1734,0.5,0,21,1734
990,1000,0.36,0,36,979
1274,1164,0.24,0,51,1105
1933,1939,0.91,3,52,2070
817,760,0.37,0,48,720
817,871,0.5,0,35,871
1563,1609,0.67,0,56,1614
832,845,0.43,0,34,834
1604,1673,0.68,1,38,1730
1457,1339,0.59,0,41,1352
1003,961,0.45,0,21,954
1889,2002,0.79,3,13,2156
1909,1851,0.87,4,32,2026
1053,1137,0.24,0,48,1078
1179,1129,0.89,2,6,1268
838,934,0.33,0,56,888
1996,1939,0.22,0,21,1897
1389,1481,0.98,4,41,1673
1153,1125,0.7,1,52,1165
1639,1502,0.25,0,25,1464
1922,1888,0.32,0,7,1881
864,775,0.86,6,12,1029
1288,1257,0.55,3,48,1334
1678,1630,0.76,1,19,1699
1949,2045,0.52,0,26,2048
1665,1542,0.53,3,46,1616
1438,1475,0.55,1,32,1512
1912,1804,0.68,3,33,1921
1197,1077,0.82,2,24,1185
1648,1546,0.42,0,18,1534
1504,1430,0.98,3,10,1612
1506,1510,0.46,0,41,1504
1349,1427,0.35,0,58,1384
1460,1379,0.35,0,21,1356
1313,1396,0.67,3,19,1512
1696,1642,0.31,0,12,1634
1111,1080,0.79,0,9,1144
956,1083,0.73,0,51,1098
925,852,0.3,0,16,822
1223,1214,0.79,0,52,1238
1472,1369,0.78,2,51,1451
1734,1777,0.7,1,27,1837
828,785,0.72,3,59,888
1255,1185,0.28,0,20,1152
1887,1898,0.23,0,39,1858
1499,1375,0.49,0,14,1394
1596,1637,0.58,2,16,1709
1451,1420,0.79,3,16,1554
1655,1646,0.8,2,45,1751
844,805,0.25,0,49,748
1753,1817,0.68,0,43,1844
1753,1696,0.57,2,43,1766
962,1038,0.94,5,17,1254
1725,1736,0.28,0,57,1683
1685,1747,0.47,0,8,1762
1944,1984,0.65,2,14,2086
1376,1229,0.68,1,57,1266
